256,8,1,0.000000,0.000000,0.005984,0.004416,0.070016
256,8,2,0.000000,0.000000,0.005024,0.004480,0.058720
256,8,3,0.000000,0.000000,0.004672,0.004224,0.057696
256,8,1,0.100000,0.102539,0.006048,0.004320,0.114848
256,8,2,0.100000,0.102539,0.005088,0.004480,0.100512
256,8,3,0.100000,0.102539,0.004768,0.004128,0.100960
256,8,1,0.200000,0.196289,0.006112,0.004448,0.135488
256,8,2,0.200000,0.196289,0.005152,0.004512,0.127616
256,8,3,0.200000,0.196289,0.004736,0.004256,0.128256
256,8,1,0.300000,0.296875,0.006080,0.004352,0.168352
256,8,2,0.300000,0.296875,0.005184,0.004416,0.156128
256,8,3,0.300000,0.296875,0.004704,0.004128,0.157536
256,8,1,0.400000,0.399414,0.006016,0.004352,0.201536
256,8,2,0.400000,0.399414,0.005056,0.004544,0.192064
256,8,3,0.400000,0.399414,0.004576,0.004256,0.189536
256,8,1,0.500000,0.486328,0.006208,0.004352,0.228896
256,8,2,0.500000,0.486328,0.005088,0.004544,0.217312
256,8,3,0.500000,0.486328,0.004608,0.004224,0.217088
256,8,1,0.600000,0.592773,0.006048,0.004352,0.263904
256,8,2,0.600000,0.592773,0.005024,0.004416,0.253536
256,8,3,0.600000,0.592773,0.004704,0.004192,0.249632
256,8,1,0.700000,0.702148,0.006304,0.004384,0.298720
256,8,2,0.700000,0.702148,0.005088,0.004448,0.293216
256,8,3,0.700000,0.702148,0.004672,0.004160,0.286496
256,8,1,0.800000,0.789062,0.005952,0.004352,0.325920
256,8,2,0.800000,0.789062,0.005184,0.004416,0.315520
256,8,3,0.800000,0.789062,0.004704,0.004384,0.315328
256,8,1,0.900000,0.882812,0.005984,0.004352,0.355520
256,8,2,0.900000,0.882812,0.005024,0.004416,0.345120
256,8,3,0.900000,0.882812,0.004672,0.004160,0.345280
256,8,1,1.000000,1.000000,0.006176,0.004416,0.395264
256,8,2,1.000000,1.000000,0.004992,0.004512,0.383008
256,8,3,1.000000,1.000000,0.004736,0.004256,0.382752
256,16,1,0.000000,0.000000,0.006016,0.004288,0.044544
256,16,2,0.000000,0.000000,0.005056,0.004416,0.034784
256,16,3,0.000000,0.000000,0.004672,0.004256,0.033952
256,16,1,0.100000,0.078125,0.006144,0.004384,0.066368
256,16,2,0.100000,0.078125,0.004992,0.004512,0.059232
256,16,3,0.100000,0.078125,0.004608,0.004256,0.057088
256,16,1,0.200000,0.183594,0.006112,0.004352,0.086176
256,16,2,0.200000,0.183594,0.004960,0.004512,0.073408
256,16,3,0.200000,0.183594,0.004608,0.004416,0.068256
256,16,1,0.300000,0.300781,0.006272,0.004352,0.106272
256,16,2,0.300000,0.300781,0.005056,0.004448,0.084640
256,16,3,0.300000,0.300781,0.004640,0.004384,0.086080
256,16,1,0.400000,0.398438,0.006080,0.004384,0.111296
256,16,2,0.400000,0.398438,0.005024,0.004512,0.109952
256,16,3,0.400000,0.398438,0.004640,0.004352,0.104384
256,16,1,0.500000,0.492188,0.006304,0.004384,0.124448
256,16,2,0.500000,0.492188,0.004992,0.004512,0.115616
256,16,3,0.500000,0.492188,0.004736,0.004384,0.113056
256,16,1,0.600000,0.585938,0.006080,0.004416,0.138912
256,16,2,0.600000,0.585938,0.005056,0.004480,0.121408
256,16,3,0.600000,0.585938,0.004736,0.004320,0.126624
256,16,1,0.700000,0.714844,0.006080,0.004384,0.153344
256,16,2,0.700000,0.714844,0.005088,0.004576,0.143296
256,16,3,0.700000,0.714844,0.004800,0.004320,0.135488
256,16,1,0.800000,0.804688,0.006016,0.004384,0.160544
256,16,2,0.800000,0.804688,0.004992,0.004480,0.151232
256,16,3,0.800000,0.804688,0.004704,0.004384,0.150336
256,16,1,0.900000,0.914062,0.006176,0.004384,0.171232
256,16,2,0.900000,0.914062,0.005120,0.004544,0.160896
256,16,3,0.900000,0.914062,0.004704,0.004352,0.160768
256,16,1,1.000000,1.000000,0.006144,0.004352,0.187680
256,16,2,1.000000,1.000000,0.004960,0.004480,0.176736
256,16,3,1.000000,1.000000,0.004736,0.004352,0.176064
512,8,1,0.000000,0.000000,0.006560,0.004672,0.379904
512,8,2,0.000000,0.000000,0.005184,0.004480,0.368416
512,8,3,0.000000,0.000000,0.004640,0.004288,0.367392
512,8,1,0.100000,0.107910,0.006272,0.004672,0.643840
512,8,2,0.100000,0.107910,0.005120,0.004512,0.630912
512,8,3,0.100000,0.107910,0.004832,0.004352,0.632224
512,8,1,0.200000,0.207520,0.006240,0.004704,0.889408
512,8,2,0.200000,0.207520,0.005088,0.004544,0.870816
512,8,3,0.200000,0.207520,0.004736,0.004352,0.872800
512,8,1,0.300000,0.310791,0.006336,0.004672,1.154976
512,8,2,0.300000,0.310791,0.005184,0.004480,1.137792
512,8,3,0.300000,0.310791,0.004704,0.004384,1.147296
512,8,1,0.400000,0.409180,0.006176,0.004608,1.407872
512,8,2,0.400000,0.409180,0.005120,0.004480,1.391552
512,8,3,0.400000,0.409180,0.004864,0.004384,1.400448
512,8,1,0.500000,0.510254,0.006272,0.004608,1.674688
512,8,2,0.500000,0.510254,0.005248,0.004448,1.671296
512,8,3,0.500000,0.510254,0.004768,0.004288,1.663040
512,8,1,0.600000,0.610840,0.006464,0.004672,1.946112
512,8,2,0.600000,0.610840,0.005120,0.004448,1.931200
512,8,3,0.600000,0.610840,0.004704,0.004384,1.932064
512,8,1,0.700000,0.710205,0.006368,0.004640,2.216672
512,8,2,0.700000,0.710205,0.005184,0.004480,2.203328
512,8,3,0.700000,0.710205,0.004832,0.004320,2.201632
512,8,1,0.800000,0.804199,0.006208,0.004704,2.467008
512,8,2,0.800000,0.804199,0.005088,0.004576,2.458432
512,8,3,0.800000,0.804199,0.004864,0.004320,2.451648
512,8,1,0.900000,0.908203,0.006368,0.004672,2.751040
512,8,2,0.900000,0.908203,0.005248,0.004544,2.732864
512,8,3,0.900000,0.908203,0.004768,0.004288,2.736512
512,8,1,1.000000,1.000000,0.006240,0.004640,2.993600
512,8,2,1.000000,1.000000,0.005152,0.004480,2.976544
512,8,3,1.000000,1.000000,0.004704,0.004448,2.980416
512,16,1,0.000000,0.000000,0.006304,0.004512,0.203808
512,16,2,0.000000,0.000000,0.005152,0.004512,0.193440
512,16,3,0.000000,0.000000,0.004672,0.004288,0.192384
512,16,1,0.100000,0.100586,0.006368,0.004512,0.314208
512,16,2,0.100000,0.100586,0.005152,0.004384,0.291520
512,16,3,0.100000,0.100586,0.004768,0.004384,0.303776
512,16,1,0.200000,0.197266,0.006304,0.004480,0.410368
512,16,2,0.200000,0.197266,0.005088,0.004608,0.412128
512,16,3,0.200000,0.197266,0.004672,0.004352,0.393408
512,16,1,0.300000,0.317383,0.006208,0.004576,0.535968
512,16,2,0.300000,0.317383,0.005184,0.004448,0.512320
512,16,3,0.300000,0.317383,0.004672,0.004352,0.526368
512,16,1,0.400000,0.414062,0.006336,0.004512,0.638720
512,16,2,0.400000,0.414062,0.005152,0.004512,0.634656
512,16,3,0.400000,0.414062,0.004768,0.004384,0.636896
512,16,1,0.500000,0.514648,0.006304,0.004512,0.748608
512,16,2,0.500000,0.514648,0.005152,0.004480,0.734144
512,16,3,0.500000,0.514648,0.004768,0.004320,0.727776
512,16,1,0.600000,0.610352,0.006272,0.004416,0.849760
512,16,2,0.600000,0.610352,0.005120,0.004416,0.847360
512,16,3,0.600000,0.610352,0.004768,0.004288,0.844864
512,16,1,0.700000,0.693359,0.006240,0.004544,0.960384
512,16,2,0.700000,0.693359,0.005120,0.004512,0.937632
512,16,3,0.700000,0.693359,0.004800,0.004320,0.934912
512,16,1,0.800000,0.802734,0.006368,0.004512,1.058528
512,16,2,0.800000,0.802734,0.005280,0.004480,1.049440
512,16,3,0.800000,0.802734,0.004800,0.004384,1.051008
