256,8,1,0.000000,0.000000,0.002528,0.005152,0.066272
256,8,2,0.000000,0.000000,0.002368,0.005344,0.053760
256,8,3,0.000000,0.000000,0.002624,0.004000,0.060832
256,8,1,0.100000,0.102539,0.002560,0.005344,0.111968
256,8,2,0.100000,0.102539,0.002432,0.005312,0.097472
256,8,3,0.100000,0.102539,0.002368,0.005568,0.099936
256,8,1,0.200000,0.196289,0.002656,0.005184,0.141792
256,8,2,0.200000,0.196289,0.002400,0.005440,0.139680
256,8,3,0.200000,0.196289,0.002368,0.005472,0.126560
256,8,1,0.300000,0.296875,0.002496,0.005568,0.170784
256,8,2,0.300000,0.296875,0.002464,0.005344,0.172768
256,8,3,0.300000,0.296875,0.002368,0.005312,0.161152
256,8,1,0.400000,0.399414,0.002560,0.005216,0.214368
256,8,2,0.400000,0.399414,0.002368,0.005408,0.210976
256,8,3,0.400000,0.399414,0.002304,0.005312,0.207008
256,8,1,0.500000,0.486328,0.002496,0.005216,0.243872
256,8,2,0.500000,0.486328,0.002432,0.004160,0.238464
256,8,3,0.500000,0.486328,0.002336,0.005376,0.235424
256,8,1,0.600000,0.592773,0.002560,0.004032,0.283680
256,8,2,0.600000,0.592773,0.002432,0.005472,0.266016
256,8,3,0.600000,0.592773,0.002304,0.005344,0.276032
256,8,1,0.700000,0.702148,0.002496,0.005184,0.336864
256,8,2,0.700000,0.702148,0.002432,0.005664,0.305984
256,8,3,0.700000,0.702148,0.002336,0.005344,0.316096
256,8,1,0.800000,0.789062,0.002464,0.005792,0.353984
256,8,2,0.800000,0.789062,0.002368,0.005344,0.341472
256,8,3,0.800000,0.789062,0.002336,0.005344,0.347232
256,8,1,0.900000,0.882812,0.002528,0.005856,0.381632
256,8,2,0.900000,0.882812,0.002432,0.005376,0.369376
256,8,3,0.900000,0.882812,0.002400,0.004288,0.374016
256,8,1,1.000000,1.000000,0.002432,0.005344,0.393312
256,8,2,1.000000,1.000000,0.002464,0.005312,0.381984
256,8,3,1.000000,1.000000,0.002336,0.005344,0.383744
256,16,1,0.000000,0.000000,0.002464,0.005184,0.038816
256,16,2,0.000000,0.000000,0.002368,0.005472,0.025312
256,16,3,0.000000,0.000000,0.002336,0.005184,0.025152
256,16,1,0.100000,0.078125,0.002560,0.005920,0.055008
256,16,2,0.100000,0.078125,0.002432,0.005376,0.046784
256,16,3,0.100000,0.078125,0.002336,0.005312,0.042464
256,16,1,0.200000,0.183594,0.002464,0.005728,0.064640
256,16,2,0.200000,0.183594,0.002432,0.004224,0.062112
256,16,3,0.200000,0.183594,0.002336,0.004064,0.062304
256,16,1,0.300000,0.300781,0.002464,0.005152,0.082336
256,16,2,0.300000,0.300781,0.002336,0.005312,0.068800
256,16,3,0.300000,0.300781,0.002336,0.005376,0.078528
256,16,1,0.400000,0.398438,0.002720,0.005120,0.096992
256,16,2,0.400000,0.398438,0.002528,0.005440,0.083744
256,16,3,0.400000,0.398438,0.002400,0.005440,0.086848
256,16,1,0.500000,0.492188,0.002464,0.005280,0.113120
256,16,2,0.500000,0.492188,0.002368,0.005408,0.098240
256,16,3,0.500000,0.492188,0.002336,0.005280,0.099008
256,16,1,0.600000,0.585938,0.002368,0.005600,0.124064
256,16,2,0.600000,0.585938,0.002368,0.005408,0.116256
256,16,3,0.600000,0.585938,0.002400,0.005312,0.118080
256,16,1,0.700000,0.714844,0.002528,0.005408,0.143776
256,16,2,0.700000,0.714844,0.002400,0.004160,0.137760
256,16,3,0.700000,0.714844,0.002304,0.005376,0.135840
256,16,1,0.800000,0.804688,0.002688,0.005440,0.156608
256,16,2,0.800000,0.804688,0.002368,0.005312,0.147232
256,16,3,0.800000,0.804688,0.002400,0.005280,0.147456
256,16,1,0.900000,0.914062,0.002624,0.005472,0.171648
256,16,2,0.900000,0.914062,0.002336,0.005312,0.163744
256,16,3,0.900000,0.914062,0.002336,0.005440,0.159968
256,16,1,1.000000,1.000000,0.002496,0.005152,0.187136
256,16,2,1.000000,1.000000,0.002432,0.004224,0.182336
256,16,3,1.000000,1.000000,0.002432,0.005440,0.170816
512,8,1,0.000000,0.000000,0.002688,0.005152,0.372864
512,8,2,0.000000,0.000000,0.002400,0.005472,0.358368
